"id","gender","birthday","age","abonoment_type","visit_per_week","attend_group_lesson","avg_time_check_in","avg_time_check_out","avg_time_in_gym","drink_abo","personal_training","uses_sauna","name_personal_trainer","lesson","drink","day_of_week"
534,"Male","1996-01-31 00:00:00","28.0","Standard","5.0","","14:53:00","16:53:00","120.0",1,"","","","","","Sat"
534,"Male","1996-01-31 00:00:00","28.0","Standard","5.0","","14:53:00","16:53:00","120.0",1,"","","","","","Tue"
534,"Male","1996-01-31 00:00:00","28.0","Standard","5.0","","14:53:00","16:53:00","120.0",1,"","","","","","Wed"
535,"Male","2006-09-25 00:00:00","18.0","Premium","3.0",1,"17:46:00","20:29:00","163.0","",1,"","Jeffrey","BodyPump","","Mon"
535,"Male","2006-09-25 00:00:00","18.0","Premium","3.0",1,"17:46:00","20:29:00","163.0","",1,"","Jeffrey","HIT","","Sat"
535,"Male","2006-09-25 00:00:00","18.0","Premium","3.0",1,"17:46:00","20:29:00","163.0","",1,"","Jeffrey","","","Tue"
536,"Male","1988-03-25 00:00:00","36.0","Premium","3.0","","16:05:00","18:19:00","134.0","","",1,"","","","Fri"
536,"Male","1988-03-25 00:00:00","36.0","Premium","3.0","","16:05:00","18:19:00","134.0","","",1,"","","","Sat"
536,"Male","1988-03-25 00:00:00","36.0","Premium","3.0","","16:05:00","18:19:00","134.0","","",1,"","","","Tue"
537,"Female","1997-12-18 00:00:00","26.0","Standard","3.0",1,"10:22:00","11:36:00","74.0","",1,"","Chantal","BodyPump","","Sat"
537,"Female","1997-12-18 00:00:00","26.0","Standard","3.0",1,"10:22:00","11:36:00","74.0","",1,"","Chantal","","","Sun"
537,"Female","1997-12-18 00:00:00","26.0","Standard","3.0",1,"10:22:00","11:36:00","74.0","",1,"","Chantal","","","Wed"
538,"Male","1980-06-26 00:00:00","44.0","Premium","2.0","","08:10:00","09:57:00","107.0",1,1,1,"Jeffrey","","orange","Mon"
538,"Male","1980-06-26 00:00:00","44.0","Premium","2.0","","08:10:00","09:57:00","107.0",1,1,1,"Jeffrey","","","Sun"
539,"Male","2012-08-18 00:00:00","12.0","Premium","1.0",1,"17:08:00","19:26:00","138.0","","","","","XCore","","Tue"
539,"Male","2012-08-18 00:00:00","12.0","Premium","1.0",1,"17:08:00","19:26:00","138.0","","","","","Spinning","",""
540,"Male","2000-02-12 00:00:00","24.0","Standard","1.0",1,"08:58:00","11:53:00","175.0","",1,1,"Hanna","Yoga","","Thu"
540,"Male","2000-02-12 00:00:00","24.0","Standard","1.0",1,"08:58:00","11:53:00","175.0","",1,1,"Hanna","Kickboxen","",""
541,"Male","1976-09-04 00:00:00","48.0","Premium","2.0","","16:59:00","18:18:00","79.0","","","","","","","Mon"
541,"Male","1976-09-04 00:00:00","48.0","Premium","2.0","","16:59:00","18:18:00","79.0","","","","","","","Thu"
542,"Female","2011-10-11 00:00:00","13.0","Premium","1.0",1,"11:55:00","12:55:00","60.0","","",1,"","XCore","","Sat"
542,"Female","2011-10-11 00:00:00","13.0","Premium","1.0",1,"11:55:00","12:55:00","60.0","","",1,"","BodyPump","",""
543,"Female","1995-08-03 00:00:00","29.0","Standard","2.0","","14:45:00","16:43:00","118.0",1,1,1,"Jeffrey","","coconut_pineapple","Fri"
543,"Female","1995-08-03 00:00:00","29.0","Standard","2.0","","14:45:00","16:43:00","118.0",1,1,1,"Jeffrey","","","Thu"
544,"Female","2012-09-21 00:00:00","12.0","Premium","2.0",1,"09:49:00","11:30:00","101.0","",1,"","Hanna","BodyBalance","","Mon"
544,"Female","2012-09-21 00:00:00","12.0","Premium","2.0",1,"09:49:00","11:30:00","101.0","",1,"","Hanna","HIT","","Tue"
545,"Female","1987-06-02 00:00:00","37.0","Premium","1.0",1,"15:26:00","16:15:00","49.0",1,"","","","BodyBalance","passion_fruit","Wed"
545,"Female","1987-06-02 00:00:00","37.0","Premium","1.0",1,"15:26:00","16:15:00","49.0",1,"","","","Spinning","",""
545,"Female","1987-06-02 00:00:00","37.0","Premium","1.0",1,"15:26:00","16:15:00","49.0",1,"","","","HIT","",""
546,"Female","2003-11-04 00:00:00","20.0","Standard","1.0","","08:55:00","10:23:00","88.0",1,1,1,"Hanna","","berry_boost","Tue"
546,"Female","2003-11-04 00:00:00","20.0","Standard","1.0","","08:55:00","10:23:00","88.0",1,1,1,"Hanna","","passion_fruit",""
547,"Male","2002-09-08 00:00:00","22.0","Standard","2.0","","16:19:00","17:42:00","83.0",1,"","","","","lemon","Sat"
547,"Male","2002-09-08 00:00:00","22.0","Standard","2.0","","16:19:00","17:42:00","83.0",1,"","","","","","Thu"
548,"Female","2011-05-04 00:00:00","13.0","Standard","2.0",1,"16:36:00","17:32:00","56.0",1,"","","","Pilates","berry_boost","Sat"
548,"Female","2011-05-04 00:00:00","13.0","Standard","2.0",1,"16:36:00","17:32:00","56.0",1,"","","","","passion_fruit","Wed"
549,"Male","1989-07-31 00:00:00","35.0","Premium","1.0",1,"16:27:00","17:25:00","58.0","",1,1,"Jeffrey","BodyPump","","Thu"
549,"Male","1989-07-31 00:00:00","35.0","Premium","1.0",1,"16:27:00","17:25:00","58.0","",1,1,"Jeffrey","Running","",""
549,"Male","1989-07-31 00:00:00","35.0","Premium","1.0",1,"16:27:00","17:25:00","58.0","",1,1,"Jeffrey","Spinning","",""
550,"Female","2006-08-31 00:00:00","18.0","Premium","1.0","","18:01:00","18:36:00","35.0",1,1,"","Jeffrey","","lemon","Sat"
551,"Female","1988-09-21 00:00:00","36.0","Standard","2.0","","15:38:00","17:36:00","118.0","",1,"","Mike","","","Mon"
551,"Female","1988-09-21 00:00:00","36.0","Standard","2.0","","15:38:00","17:36:00","118.0","",1,"","Mike","","","Sun"
552,"Female","1986-11-05 00:00:00","37.0","Standard","1.0",1,"15:55:00","16:33:00","38.0","","","","","Spinning","","Sun"
553,"Male","1986-12-14 00:00:00","37.0","Standard","3.0",1,"18:23:00","20:28:00","125.0","","","","","Kickboxen","","Fri"
553,"Male","1986-12-14 00:00:00","37.0","Standard","3.0",1,"18:23:00","20:28:00","125.0","","","","","Pilates","","Thu"
553,"Male","1986-12-14 00:00:00","37.0","Standard","3.0",1,"18:23:00","20:28:00","125.0","","","","","XCore","","Wed"
554,"Female","1978-01-19 00:00:00","46.0","Premium","3.0",1,"18:15:00","20:10:00","115.0","",1,1,"Jeffrey","BodyPump","","Sat"
554,"Female","1978-01-19 00:00:00","46.0","Premium","3.0",1,"18:15:00","20:10:00","115.0","",1,1,"Jeffrey","LesMiles","","Thu"
554,"Female","1978-01-19 00:00:00","46.0","Premium","3.0",1,"18:15:00","20:10:00","115.0","",1,1,"Jeffrey","","","Tue"
555,"Male","1985-05-27 00:00:00","39.0","Premium","4.0",1,"19:22:00","21:18:00","116.0",1,"","","","BodyPump","passion_fruit","Mon"
555,"Male","1985-05-27 00:00:00","39.0","Premium","4.0",1,"19:22:00","21:18:00","116.0",1,"","","","","orange","Sun"
555,"Male","1985-05-27 00:00:00","39.0","Premium","4.0",1,"19:22:00","21:18:00","116.0",1,"","","","","","Tue"
555,"Male","1985-05-27 00:00:00","39.0","Premium","4.0",1,"19:22:00","21:18:00","116.0",1,"","","","","","Wed"
556,"Female","1985-04-20 00:00:00","39.0","Standard","2.0","","10:32:00","12:28:00","116.0","","",1,"","","","Fri"
556,"Female","1985-04-20 00:00:00","39.0","Standard","2.0","","10:32:00","12:28:00","116.0","","",1,"","","","Wed"
557,"Female","1987-03-26 00:00:00","37.0","Standard","1.0",1,"10:36:00","11:56:00","80.0",1,"",1,"","LesMiles","coconut_pineapple","Fri"
557,"Female","1987-03-26 00:00:00","37.0","Standard","1.0",1,"10:36:00","11:56:00","80.0",1,"",1,"","Yoga","",""
558,"Male","1975-11-26 00:00:00","48.0","Standard","3.0","","15:32:00","16:25:00","53.0",1,1,1,"Hanna","","passion_fruit","Mon"
558,"Male","1975-11-26 00:00:00","48.0","Standard","3.0","","15:32:00","16:25:00","53.0",1,1,1,"Hanna","","","Tue"
558,"Male","1975-11-26 00:00:00","48.0","Standard","3.0","","15:32:00","16:25:00","53.0",1,1,1,"Hanna","","","Wed"
559,"Female","1978-08-08 00:00:00","46.0","Premium","2.0","","17:54:00","19:17:00","83.0","","",1,"","","","Mon"
559,"Female","1978-08-08 00:00:00","46.0","Premium","2.0","","17:54:00","19:17:00","83.0","","",1,"","","","Tue"
560,"Female","1979-07-13 00:00:00","45.0","Standard","2.0","","15:36:00","17:56:00","140.0","",1,1,"Hanna","","","Thu"
560,"Female","1979-07-13 00:00:00","45.0","Standard","2.0","","15:36:00","17:56:00","140.0","",1,1,"Hanna","","","Wed"
561,"Female","1981-09-23 00:00:00","43.0","Premium","5.0",1,"13:20:00","14:41:00","81.0",1,"",1,"","BodyPump","black_currant","Mon"
561,"Female","1981-09-23 00:00:00","43.0","Premium","5.0",1,"13:20:00","14:41:00","81.0",1,"",1,"","Running","orange","Sat"
561,"Female","1981-09-23 00:00:00","43.0","Premium","5.0",1,"13:20:00","14:41:00","81.0",1,"",1,"","","","Sun"
561,"Female","1981-09-23 00:00:00","43.0","Premium","5.0",1,"13:20:00","14:41:00","81.0",1,"",1,"","","","Thu"
561,"Female","1981-09-23 00:00:00","43.0","Premium","5.0",1,"13:20:00","14:41:00","81.0",1,"",1,"","","","Wed"
562,"Female","1986-10-09 00:00:00","38.0","Standard","1.0",1,"12:52:00","15:23:00","151.0",1,"","","","Yoga","black_currant","Tue"
562,"Female","1986-10-09 00:00:00","38.0","Standard","1.0",1,"12:52:00","15:23:00","151.0",1,"","","","Kickboxen","",""
562,"Female","1986-10-09 00:00:00","38.0","Standard","1.0",1,"12:52:00","15:23:00","151.0",1,"","","","Pilates","",""
563,"Female","2008-06-20 00:00:00","16.0","Premium","5.0","","18:39:00","20:06:00","87.0","",1,1,"Jeffrey","","","Fri"
563,"Female","2008-06-20 00:00:00","16.0","Premium","5.0","","18:39:00","20:06:00","87.0","",1,1,"Jeffrey","","","Sat"
563,"Female","2008-06-20 00:00:00","16.0","Premium","5.0","","18:39:00","20:06:00","87.0","",1,1,"Jeffrey","","","Thu"
563,"Female","2008-06-20 00:00:00","16.0","Premium","5.0","","18:39:00","20:06:00","87.0","",1,1,"Jeffrey","","","Tue"
563,"Female","2008-06-20 00:00:00","16.0","Premium","5.0","","18:39:00","20:06:00","87.0","",1,1,"Jeffrey","","","Wed"
564,"Female","2007-03-15 00:00:00","17.0","Standard","2.0","","16:59:00","19:27:00","148.0","","",1,"","","","Fri"
564,"Female","2007-03-15 00:00:00","17.0","Standard","2.0","","16:59:00","19:27:00","148.0","","",1,"","","","Sat"
565,"Male","1982-03-19 00:00:00","42.0","Standard","1.0",1,"12:52:00","14:18:00","86.0","","","","","Kickboxen","","Thu"
565,"Male","1982-03-19 00:00:00","42.0","Standard","1.0",1,"12:52:00","14:18:00","86.0","","","","","Zumba","",""
565,"Male","1982-03-19 00:00:00","42.0","Standard","1.0",1,"12:52:00","14:18:00","86.0","","","","","HIT","",""
566,"Female","1991-07-05 00:00:00","33.0","Standard","2.0","","09:56:00","12:52:00","176.0","",1,1,"Hanna","","","Thu"
566,"Female","1991-07-05 00:00:00","33.0","Standard","2.0","","09:56:00","12:52:00","176.0","",1,1,"Hanna","","","Wed"
567,"Female","1979-11-24 00:00:00","44.0","Premium","4.0",1,"19:09:00","21:55:00","166.0",1,"",1,"","Kickboxen","black_currant","Mon"
567,"Female","1979-11-24 00:00:00","44.0","Premium","4.0",1,"19:09:00","21:55:00","166.0",1,"",1,"","","berry_boost","Thu"
567,"Female","1979-11-24 00:00:00","44.0","Premium","4.0",1,"19:09:00","21:55:00","166.0",1,"",1,"","","","Tue"
567,"Female","1979-11-24 00:00:00","44.0","Premium","4.0",1,"19:09:00","21:55:00","166.0",1,"",1,"","","","Wed"
568,"Female","1989-08-26 00:00:00","35.0","Premium","5.0","","10:41:00","13:41:00","180.0","","",1,"","","","Sat"
568,"Female","1989-08-26 00:00:00","35.0","Premium","5.0","","10:41:00","13:41:00","180.0","","",1,"","","","Sun"
568,"Female","1989-08-26 00:00:00","35.0","Premium","5.0","","10:41:00","13:41:00","180.0","","",1,"","","","Thu"
568,"Female","1989-08-26 00:00:00","35.0","Premium","5.0","","10:41:00","13:41:00","180.0","","",1,"","","","Tue"
568,"Female","1989-08-26 00:00:00","35.0","Premium","5.0","","10:41:00","13:41:00","180.0","","",1,"","","","Wed"
569,"Male","1993-07-21 00:00:00","31.0","Premium","2.0",1,"20:28:00","21:52:00","84.0",1,1,"","Hanna","Yoga","black_currant","Mon"
569,"Male","1993-07-21 00:00:00","31.0","Premium","2.0",1,"20:28:00","21:52:00","84.0",1,1,"","Hanna","Zumba","","Wed"
570,"Male","1983-11-16 00:00:00","40.0","Standard","1.0","","18:30:00","19:44:00","74.0",1,"",1,"","","lemon","Fri"
570,"Male","1983-11-16 00:00:00","40.0","Standard","1.0","","18:30:00","19:44:00","74.0",1,"",1,"","","black_currant",""
571,"Female","1975-04-20 00:00:00","49.0","Premium","2.0","","10:11:00","11:28:00","77.0",1,1,"","Hanna","","berry_boost","Tue"
571,"Female","1975-04-20 00:00:00","49.0","Premium","2.0","","10:11:00","11:28:00","77.0",1,1,"","Hanna","","","Wed"
572,"Female","2008-07-26 00:00:00","16.0","Standard","5.0",1,"17:04:00","17:45:00","41.0",1,"",1,"","Spinning","passion_fruit","Fri"
572,"Female","2008-07-26 00:00:00","16.0","Standard","5.0",1,"17:04:00","17:45:00","41.0",1,"",1,"","Zumba","","Sat"
572,"Female","2008-07-26 00:00:00","16.0","Standard","5.0",1,"17:04:00","17:45:00","41.0",1,"",1,"","","","Sun"
572,"Female","2008-07-26 00:00:00","16.0","Standard","5.0",1,"17:04:00","17:45:00","41.0",1,"",1,"","","","Thu"
572,"Female","2008-07-26 00:00:00","16.0","Standard","5.0",1,"17:04:00","17:45:00","41.0",1,"",1,"","","","Wed"
573,"Male","1997-04-19 00:00:00","27.0","Premium","3.0","","18:16:00","20:37:00","141.0","","","","","","","Mon"
573,"Male","1997-04-19 00:00:00","27.0","Premium","3.0","","18:16:00","20:37:00","141.0","","","","","","","Sat"
573,"Male","1997-04-19 00:00:00","27.0","Premium","3.0","","18:16:00","20:37:00","141.0","","","","","","","Thu"
574,"Female","1975-03-30 00:00:00","49.0","Premium","2.0","","19:30:00","20:52:00","82.0",1,1,"","Chantal","","berry_boost","Mon"
574,"Female","1975-03-30 00:00:00","49.0","Premium","2.0","","19:30:00","20:52:00","82.0",1,1,"","Chantal","","","Sun"
575,"Female","1991-03-09 00:00:00","33.0","Premium","1.0","","16:29:00","17:07:00","38.0","",1,"","Hanna","","","Sun"
576,"Male","2008-06-10 00:00:00","16.0","Premium","2.0",1,"12:40:00","13:52:00","72.0",1,1,"","Chantal","Running","lemon","Fri"
576,"Male","2008-06-10 00:00:00","16.0","Premium","2.0",1,"12:40:00","13:52:00","72.0",1,1,"","Chantal","Zumba","orange","Wed"
576,"Male","2008-06-10 00:00:00","16.0","Premium","2.0",1,"12:40:00","13:52:00","72.0",1,1,"","Chantal","HIT","",""
577,"Female","2002-11-24 00:00:00","21.0","Standard","2.0","","10:26:00","12:21:00","115.0",1,1,1,"Mike","","black_currant","Mon"
577,"Female","2002-11-24 00:00:00","21.0","Standard","2.0","","10:26:00","12:21:00","115.0",1,1,1,"Mike","","coconut_pineapple","Wed"
578,"Male","1983-04-02 00:00:00","41.0","Premium","5.0","","20:35:00","22:30:00","115.0","","",1,"","","","Mon"
578,"Male","1983-04-02 00:00:00","41.0","Premium","5.0","","20:35:00","22:30:00","115.0","","",1,"","","","Sat"
578,"Male","1983-04-02 00:00:00","41.0","Premium","5.0","","20:35:00","22:30:00","115.0","","",1,"","","","Sun"
578,"Male","1983-04-02 00:00:00","41.0","Premium","5.0","","20:35:00","22:30:00","115.0","","",1,"","","","Tue"
578,"Male","1983-04-02 00:00:00","41.0","Premium","5.0","","20:35:00","22:30:00","115.0","","",1,"","","","Wed"
579,"Male","1988-10-22 00:00:00","35.0","Premium","2.0","","19:50:00","22:24:00","154.0","",1,1,"Hanna","","","Sun"
579,"Male","1988-10-22 00:00:00","35.0","Premium","2.0","","19:50:00","22:24:00","154.0","",1,1,"Hanna","","","Wed"
580,"Male","2006-07-29 00:00:00","18.0","Standard","3.0",1,"16:10:00","17:04:00","54.0",1,"","","","Running","lemon","Sun"
580,"Male","2006-07-29 00:00:00","18.0","Standard","3.0",1,"16:10:00","17:04:00","54.0",1,"","","","LesMiles","","Thu"
580,"Male","2006-07-29 00:00:00","18.0","Standard","3.0",1,"16:10:00","17:04:00","54.0",1,"","","","Spinning","","Tue"
581,"Male","1975-09-09 00:00:00","49.0","Premium","3.0","","15:25:00","18:05:00","160.0",1,"",1,"","","orange","Mon"
581,"Male","1975-09-09 00:00:00","49.0","Premium","3.0","","15:25:00","18:05:00","160.0",1,"",1,"","","","Sat"
581,"Male","1975-09-09 00:00:00","49.0","Premium","3.0","","15:25:00","18:05:00","160.0",1,"",1,"","","","Sun"
582,"Female","1980-08-22 00:00:00","44.0","Premium","2.0",1,"14:41:00","16:35:00","114.0","","","","","BodyPump","","Sun"
582,"Female","1980-08-22 00:00:00","44.0","Premium","2.0",1,"14:41:00","16:35:00","114.0","","","","","","","Wed"
583,"Female","1994-01-26 00:00:00","30.0","Standard","1.0","","16:34:00","19:02:00","148.0","","",1,"","","","Fri"
584,"Male","1995-10-21 00:00:00","28.0","Standard","3.0","","10:48:00","12:09:00","81.0","","","","","","","Sat"
584,"Male","1995-10-21 00:00:00","28.0","Standard","3.0","","10:48:00","12:09:00","81.0","","","","","","","Thu"
584,"Male","1995-10-21 00:00:00","28.0","Standard","3.0","","10:48:00","12:09:00","81.0","","","","","","","Wed"
585,"Female","1997-11-09 00:00:00","26.0","Premium","2.0",1,"20:45:00","21:48:00","63.0","",1,1,"Chantal","Kickboxen","","Fri"
585,"Female","1997-11-09 00:00:00","26.0","Premium","2.0",1,"20:45:00","21:48:00","63.0","",1,1,"Chantal","","","Sun"
586,"Male","1991-11-13 00:00:00","32.0","Standard","3.0","","08:13:00","09:06:00","53.0",1,"","","","","coconut_pineapple","Fri"
586,"Male","1991-11-13 00:00:00","32.0","Standard","3.0","","08:13:00","09:06:00","53.0",1,"","","","","","Mon"
586,"Male","1991-11-13 00:00:00","32.0","Standard","3.0","","08:13:00","09:06:00","53.0",1,"","","","","","Thu"
587,"Male","1998-03-16 00:00:00","26.0","Premium","5.0",1,"15:57:00","17:38:00","101.0","","",1,"","Spinning","","Fri"
587,"Male","1998-03-16 00:00:00","26.0","Premium","5.0",1,"15:57:00","17:38:00","101.0","","",1,"","","","Sat"
587,"Male","1998-03-16 00:00:00","26.0","Premium","5.0",1,"15:57:00","17:38:00","101.0","","",1,"","","","Sun"
587,"Male","1998-03-16 00:00:00","26.0","Premium","5.0",1,"15:57:00","17:38:00","101.0","","",1,"","","","Tue"
587,"Male","1998-03-16 00:00:00","26.0","Premium","5.0",1,"15:57:00","17:38:00","101.0","","",1,"","","","Wed"
588,"Male","2004-12-08 00:00:00","19.0","Premium","3.0",1,"08:22:00","09:14:00","52.0","",1,1,"Hanna","BodyPump","","Sat"
588,"Male","2004-12-08 00:00:00","19.0","Premium","3.0",1,"08:22:00","09:14:00","52.0","",1,1,"Hanna","BodyBalance","","Thu"
588,"Male","2004-12-08 00:00:00","19.0","Premium","3.0",1,"08:22:00","09:14:00","52.0","",1,1,"Hanna","Zumba","","Tue"
589,"Male","2009-06-28 00:00:00","15.0","Standard","4.0","","14:06:00","15:54:00","108.0",1,"",1,"","","coconut_pineapple","Fri"
589,"Male","2009-06-28 00:00:00","15.0","Standard","4.0","","14:06:00","15:54:00","108.0",1,"",1,"","","lemon","Sat"
589,"Male","2009-06-28 00:00:00","15.0","Standard","4.0","","14:06:00","15:54:00","108.0",1,"",1,"","","","Sun"
589,"Male","2009-06-28 00:00:00","15.0","Standard","4.0","","14:06:00","15:54:00","108.0",1,"",1,"","","","Wed"
590,"Male","1993-08-29 00:00:00","31.0","Standard","2.0",1,"09:51:00","11:04:00","73.0","",1,1,"Chantal","XCore","","Fri"
590,"Male","1993-08-29 00:00:00","31.0","Standard","2.0",1,"09:51:00","11:04:00","73.0","",1,1,"Chantal","BodyPump","","Tue"
591,"Male","1984-10-22 00:00:00","39.0","Standard","5.0",1,"12:50:00","14:58:00","128.0","",1,1,"Jeffrey","HIT","","Fri"
591,"Male","1984-10-22 00:00:00","39.0","Standard","5.0",1,"12:50:00","14:58:00","128.0","",1,1,"Jeffrey","","","Mon"
591,"Male","1984-10-22 00:00:00","39.0","Standard","5.0",1,"12:50:00","14:58:00","128.0","",1,1,"Jeffrey","","","Sun"
591,"Male","1984-10-22 00:00:00","39.0","Standard","5.0",1,"12:50:00","14:58:00","128.0","",1,1,"Jeffrey","","","Thu"
591,"Male","1984-10-22 00:00:00","39.0","Standard","5.0",1,"12:50:00","14:58:00","128.0","",1,1,"Jeffrey","","","Wed"
592,"Female","1980-11-21 00:00:00","43.0","Standard","3.0",1,"10:17:00","12:00:00","103.0","",1,"","Mike","BodyBalance","","Sat"
592,"Female","1980-11-21 00:00:00","43.0","Standard","3.0",1,"10:17:00","12:00:00","103.0","",1,"","Mike","Zumba","","Sun"
592,"Female","1980-11-21 00:00:00","43.0","Standard","3.0",1,"10:17:00","12:00:00","103.0","",1,"","Mike","Kickboxen","","Wed"
593,"Female","1998-07-23 00:00:00","26.0","Standard","5.0","","19:51:00","21:23:00","92.0",1,1,1,"Chantal","","orange","Fri"
593,"Female","1998-07-23 00:00:00","26.0","Standard","5.0","","19:51:00","21:23:00","92.0",1,1,1,"Chantal","","","Sun"
593,"Female","1998-07-23 00:00:00","26.0","Standard","5.0","","19:51:00","21:23:00","92.0",1,1,1,"Chantal","","","Thu"
593,"Female","1998-07-23 00:00:00","26.0","Standard","5.0","","19:51:00","21:23:00","92.0",1,1,1,"Chantal","","","Tue"
593,"Female","1998-07-23 00:00:00","26.0","Standard","5.0","","19:51:00","21:23:00","92.0",1,1,1,"Chantal","","","Wed"
594,"Male","2009-05-04 00:00:00","15.0","Standard","1.0",1,"08:01:00","10:30:00","149.0",1,1,1,"Hanna","BodyPump","lemon","Thu"
595,"Male","1991-05-13 00:00:00","33.0","Standard","2.0",1,"17:06:00","19:09:00","123.0",1,1,"","Hanna","BodyPump","orange","Sat"
595,"Male","1991-05-13 00:00:00","33.0","Standard","2.0",1,"17:06:00","19:09:00","123.0",1,1,"","Hanna","Running","berry_boost","Wed"
596,"Male","1978-07-25 00:00:00","46.0","Premium","5.0","","20:46:00","22:09:00","83.0",1,1,1,"Hanna","","orange","Mon"
596,"Male","1978-07-25 00:00:00","46.0","Premium","5.0","","20:46:00","22:09:00","83.0",1,1,1,"Hanna","","black_currant","Sat"
596,"Male","1978-07-25 00:00:00","46.0","Premium","5.0","","20:46:00","22:09:00","83.0",1,1,1,"Hanna","","","Thu"
596,"Male","1978-07-25 00:00:00","46.0","Premium","5.0","","20:46:00","22:09:00","83.0",1,1,1,"Hanna","","","Tue"
596,"Male","1978-07-25 00:00:00","46.0","Premium","5.0","","20:46:00","22:09:00","83.0",1,1,1,"Hanna","","","Wed"
597,"Male","1975-12-22 00:00:00","48.0","Premium","1.0","","18:52:00","20:11:00","79.0",1,1,"","Mike","","orange","Fri"
598,"Female","2009-11-05 00:00:00","14.0","Standard","2.0",1,"09:21:00","12:12:00","171.0","",1,"","Mike","BodyBalance","","Fri"
598,"Female","2009-11-05 00:00:00","14.0","Standard","2.0",1,"09:21:00","12:12:00","171.0","",1,"","Mike","LesMiles","","Thu"
598,"Female","2009-11-05 00:00:00","14.0","Standard","2.0",1,"09:21:00","12:12:00","171.0","",1,"","Mike","Pilates","",""
599,"Male","1985-11-28 00:00:00","38.0","Standard","5.0","","08:35:00","10:56:00","141.0",1,1,"","Jeffrey","","berry_boost","Mon"
599,"Male","1985-11-28 00:00:00","38.0","Standard","5.0","","08:35:00","10:56:00","141.0",1,1,"","Jeffrey","","","Sat"
599,"Male","1985-11-28 00:00:00","38.0","Standard","5.0","","08:35:00","10:56:00","141.0",1,1,"","Jeffrey","","","Sun"
599,"Male","1985-11-28 00:00:00","38.0","Standard","5.0","","08:35:00","10:56:00","141.0",1,1,"","Jeffrey","","","Thu"
599,"Male","1985-11-28 00:00:00","38.0","Standard","5.0","","08:35:00","10:56:00","141.0",1,1,"","Jeffrey","","","Tue"
600,"Male","1979-10-17 00:00:00","44.0","Premium","3.0","","19:40:00","22:29:00","169.0","",1,"","Jeffrey","","","Sun"
600,"Male","1979-10-17 00:00:00","44.0","Premium","3.0","","19:40:00","22:29:00","169.0","",1,"","Jeffrey","","","Tue"
600,"Male","1979-10-17 00:00:00","44.0","Premium","3.0","","19:40:00","22:29:00","169.0","",1,"","Jeffrey","","","Wed"
601,"Female","1984-11-19 00:00:00","39.0","Standard","2.0","","12:10:00","12:42:00","32.0",1,1,"","Mike","","passion_fruit","Sun"
601,"Female","1984-11-19 00:00:00","39.0","Standard","2.0","","12:10:00","12:42:00","32.0",1,1,"","Mike","","berry_boost","Wed"
602,"Male","1975-04-28 00:00:00","49.0","Standard","2.0","","15:41:00","17:45:00","124.0",1,"","","","","passion_fruit","Sat"
602,"Male","1975-04-28 00:00:00","49.0","Standard","2.0","","15:41:00","17:45:00","124.0",1,"","","","","orange","Wed"
603,"Male","2007-04-03 00:00:00","17.0","Standard","3.0","","15:24:00","17:42:00","138.0","","",1,"","","","Fri"
603,"Male","2007-04-03 00:00:00","17.0","Standard","3.0","","15:24:00","17:42:00","138.0","","",1,"","","","Mon"
603,"Male","2007-04-03 00:00:00","17.0","Standard","3.0","","15:24:00","17:42:00","138.0","","",1,"","","","Sun"
604,"Female","1989-02-20 00:00:00","35.0","Standard","2.0","","18:42:00","21:41:00","179.0","",1,1,"Jeffrey","","","Tue"
604,"Female","1989-02-20 00:00:00","35.0","Standard","2.0","","18:42:00","21:41:00","179.0","",1,1,"Jeffrey","","","Wed"
605,"Male","1979-02-18 00:00:00","45.0","Standard","3.0",1,"17:42:00","20:36:00","174.0","","",1,"","HIT","","Mon"
605,"Male","1979-02-18 00:00:00","45.0","Standard","3.0",1,"17:42:00","20:36:00","174.0","","",1,"","","","Sat"
605,"Male","1979-02-18 00:00:00","45.0","Standard","3.0",1,"17:42:00","20:36:00","174.0","","",1,"","","","Tue"
606,"Male","1995-02-23 00:00:00","29.0","Standard","3.0",1,"20:39:00","22:09:00","90.0","",1,"","Hanna","XCore","","Fri"
606,"Male","1995-02-23 00:00:00","29.0","Standard","3.0",1,"20:39:00","22:09:00","90.0","",1,"","Hanna","HIT","","Mon"
606,"Male","1995-02-23 00:00:00","29.0","Standard","3.0",1,"20:39:00","22:09:00","90.0","",1,"","Hanna","Spinning","","Thu"
607,"Female","1982-09-29 00:00:00","42.0","Premium","3.0","","16:20:00","17:20:00","60.0",1,1,"","Mike","","coconut_pineapple","Mon"
607,"Female","1982-09-29 00:00:00","42.0","Premium","3.0","","16:20:00","17:20:00","60.0",1,1,"","Mike","","","Sat"
607,"Female","1982-09-29 00:00:00","42.0","Premium","3.0","","16:20:00","17:20:00","60.0",1,1,"","Mike","","","Thu"
608,"Female","2006-05-09 00:00:00","18.0","Standard","3.0",1,"08:46:00","10:53:00","127.0","","","","","HIT","","Sat"
608,"Female","2006-05-09 00:00:00","18.0","Standard","3.0",1,"08:46:00","10:53:00","127.0","","","","","LesMiles","","Tue"
608,"Female","2006-05-09 00:00:00","18.0","Standard","3.0",1,"08:46:00","10:53:00","127.0","","","","","BodyBalance","","Wed"
609,"Female","1988-05-20 00:00:00","36.0","Standard","3.0",1,"17:33:00","19:16:00","103.0","","",1,"","BodyBalance","","Fri"
